ranking,score,title,emission_date,url,studio,themes,genres,demographics,emission_type,number_episode,members,first_emission,last_emission,Adult Cast,Anthropomorphic,CGDCT,Childcare,Combat Sports,Crossdressing,Delinquents,Detective,Educational,Gag Humor,Gore,Harem,High Stakes Game,Historical,Idols (Female),Idols (Male),Isekai,Iyashikei,Love Polygon,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mythology,Not_available,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romantic Subtext,Samurai,School,Showbiz,Space,Strategy Game,Super Power,Survival,Team Sports,Time Travel,Vampire,Video Game,Visual Arts,Workplace,Action,Adventure,Avant Garde,Award Winning,Boys Love,Comedy,Drama,Ecchi,Fantasy,Girls Love,Gourmet,Horror,Mystery,Not_available,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
47,8.71,Ashita no Joe 2,Oct 1980 - Aug 1981,https://myanimelist.net/anime/2921/Ashita_no_Joe_2,Tokyo Movie Shinsha,['Combat Sports'],"['Drama', 'Sports']",Shounen,TV ,47,46716 ,1980-10-01,1981-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48,8.71,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Feb 1999 - Sep 1999,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,Studio Deen,"['Adult Cast', 'Historical', 'Martial Arts', 'Samurai']","['Action', 'Drama', 'Romance']",Shounen,OVA ,4,266672 ,1999-02-01,1999-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49,8.7,Mushishi Zoku Shou,Apr 2014 - Jun 2014,https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou,Artland,"['Adult Cast', 'Historical', 'Iyashikei']","['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",Seinen,TV ,10,285005 ,2014-04-01,2014-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
50,8.7,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Oct 2021 - Dec 2021,https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,Studio Bind,"['Isekai', 'Reincarnation']","['Drama', 'Fantasy', 'Ecchi']",,TV ,12,755005 ,2021-10-01,2021-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51,8.7,Odd Taxi,Apr 2021 - Jun 2021,https://myanimelist.net/anime/46102/Odd_Taxi,OLM,['Anthropomorphic'],"['Award Winning', 'Mystery']",,TV ,13,376601 ,2021-04-01,2021-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,8.7,Vinland Saga Season 2,Jan 2023 -,https://myanimelist.net/anime/49387/Vinland_Saga_Season_2,MAPPA,"['Gore', 'Historical']","['Action', 'Adventure', 'Drama']",Seinen,TV ,24,363094 ,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8.7,Code Geass: Hangyaku no Lelouch,Oct 2006 - Jul 2007,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,Sunrise,"['Mecha', 'Military', 'School', 'Super Power']","['Action', 'Award Winning', 'Drama', 'Sci-Fi']",,TV ,25,2124955 ,2006-10-01,2007-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,8.69,Great Teacher Onizuka,Jun 1999 - Sep 2000,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,Pierrot,"['Delinquents', 'School', 'Workplace']",['Comedy'],Shounen,TV ,43,777642 ,1999-06-01,2000-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,8.69,One Piece,Oct 1999 -,https://myanimelist.net/anime/21/One_Piece,Toei Animation,['Not_available'],"['Action', 'Adventure', 'Fantasy']",Shounen,TV ? eps),,2124292 ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,8.68,Fate/stay night Movie: Heaven's Feel - III. Spring Song,Aug 2020 - Aug 2020,https://myanimelist.net/anime/33050/Fate_stay_night_Movie__Heavens_Feel_-_III_Spring_Song,ufotable,['Not_available'],"['Action', 'Fantasy', 'Supernatural']",,Movie ,1,314918 ,2020-08-01,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57,8.67,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,Dec 2022 - Dec 2022,https://myanimelist.net/anime/53273/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_3,David Production,['Not_available'],"['Action', 'Adventure', 'Supernatural']",Shounen,ONA ,14,130753 ,2022-12-01,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,8.67,Made in Abyss: Retsujitsu no Ougonkyou,Jul 2022 - Sep 2022,https://myanimelist.net/anime/41084/Made_in_Abyss__Retsujitsu_no_Ougonkyou,Kinema Citrus,"['Gore', 'Survival']","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",,TV ,12,364577 ,2022-07-01,2022-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
59,8.67,Mononoke Hime,Jul 1997 - Jul 1997,https://myanimelist.net/anime/164/Mononoke_Hime,Studio Ghibli,['Not_available'],"['Action', 'Adventure', 'Award Winning', 'Fantasy']",,Movie ,1,1173432 ,1997-07-01,1997-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,8.67,Violet Evergarden,Jan 2018 - Apr 2018,https://myanimelist.net/anime/33352/Violet_Evergarden,Kyoto Animation,['Not_available'],"['Drama', 'Fantasy']",,TV ,13,1648160 ,2018-01-01,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61,8.66,Hajime no Ippo: New Challenger,Jan 2009 - Jul 2009,https://myanimelist.net/anime/5258/Hajime_no_Ippo__New_Challenger,Madhouse,['Combat Sports'],['Sports'],Shounen,TV ,26,262729 ,2009-01-01,2009-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,8.66,Howl no Ugoku Shiro,Nov 2004 - Nov 2004,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,Studio Ghibli,['Not_available'],"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",,Movie ,1,1230594 ,2004-11-01,2004-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
63,8.66,Made in Abyss,Jul 2017 - Sep 2017,https://myanimelist.net/anime/34599/Made_in_Abyss,Kinema Citrus,"['Gore', 'Survival']","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",,TV ,13,1268942 ,2017-07-01,2017-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
64,8.66,Mushishi,Oct 2005 - Jun 2006,https://myanimelist.net/anime/457/Mushishi,Artland,"['Adult Cast', 'Historical', 'Iyashikei']","['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",Seinen,TV ,26,784996 ,2005-10-01,2006-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
65,8.65,Natsume Yuujinchou Shi,Jan 2012 - Mar 2012,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,Brain's Base,"['Iyashikei', 'Mythology']","['Drama', 'Slice of Life', 'Supernatural']",Shoujo,TV ,13,233854 ,2012-01-01,2012-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
66,8.65,Shigatsu wa Kimi no Uso,Oct 2014 - Mar 2015,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,A-1 Pictures,"['Music', 'School']","['Drama', 'Romance']",Shounen,TV ,22,2080394 ,2014-10-01,2015-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
67,8.65,Spy x Family,Apr 2022 - Jun 2022,https://myanimelist.net/anime/50265/Spy_x_Family,Wit Studio,['Childcare'],"['Action', 'Award Winning', 'Comedy']",Shounen,TV ,12,1289685 ,2022-04-01,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,8.65,Jujutsu Kaisen,Oct 2020 - Mar 2021,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,MAPPA,['School'],"['Action', 'Award Winning', 'Fantasy']",Shounen,TV ,24,2191052 ,2020-10-01,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,8.64,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Apr 2020 - Jun 2020,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen,A-1 Pictures,"['Psychological', 'Romantic Subtext', 'School']",['Comedy'],Seinen,TV ,12,1230625 ,2020-04-01,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8.63,Haikyuu!! Second Season,Oct 2015 - Mar 2016,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,Production I.G,"['School', 'Team Sports']",['Sports'],Shounen,TV ,25,1341261 ,2015-10-01,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,8.63,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Oct 2020 - Oct 2020,https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen,ufotable,['Historical'],"['Action', 'Fantasy']",Shounen,Movie ,1,1351925 ,2020-10-01,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,8.63,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Jan 2020 - Jan 2020,https://myanimelist.net/anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei,Kinema Citrus,"['Gore', 'Survival']","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",,Movie ,1,410236 ,2020-01-01,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
73,8.63,Tengen Toppa Gurren Lagann,Apr 2007 - Sep 2007,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,Gainax,['Mecha'],"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",,TV ,27,1531328 ,2007-04-01,2007-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,8.62,Mo Dao Zu Shi: Wanjie Pian,Aug 2021 - Oct 2021,https://myanimelist.net/anime/40434/Mo_Dao_Zu_Shi__Wanjie_Pian,B.CMAY PICTURES,"['Historical', 'Mythology', 'Reincarnation']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",,ONA ,12,69739 ,2021-08-01,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
75,8.62,Natsume Yuujinchou Roku,Apr 2017 - Jun 2017,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,Shuka,"['Iyashikei', 'Mythology']","['Drama', 'Slice of Life', 'Supernatural']",Shoujo,TV ,11,175242 ,2017-04-01,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
76,8.62,Ping Pong the Animation,Apr 2014 - Jun 2014,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,Tatsunoko Production,['Not_available'],"['Award Winning', 'Drama', 'Sports']",Seinen,TV ,11,369139 ,2014-04-01,2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
77,8.62,Shingeki no Kyojin Season 3,Jul 2018 - Oct 2018,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,Wit Studio,"['Gore', 'Military', 'Survival']","['Action', 'Drama']",Shounen,TV ,12,2170189 ,2018-07-01,2018-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8.62,Chainsaw Man,Oct 2022 - Dec 2022,https://myanimelist.net/anime/44511/Chainsaw_Man,MAPPA,['Gore'],"['Action', 'Fantasy']",Shounen,TV ,12,1193217 ,2022-10-01,2022-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,8.62,Death Note,Oct 2006 - Jun 2007,https://myanimelist.net/anime/1535/Death_Note,Madhouse,"['Detective', 'Psychological']","['Supernatural', 'Suspense']",Shounen,TV ,37,3661440 ,2006-10-01,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80,8.61,Cyberpunk: Edgerunners,Sep 2022 - Sep 2022,https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners,Trigger,"['Gore', 'Psychological']","['Action', 'Sci-Fi']",,ONA ,10,528999 ,2022-09-01,2022-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,8.61,Evangelion: 3.0+1.0 Thrice Upon a Time,Mar 2021 - Mar 2021,https://myanimelist.net/anime/3786/Evangelion__30_10_Thrice_Upon_a_Time,Khara,"['Mecha', 'Psychological']","['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",,Movie ,1,337970 ,2021-03-01,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
82,8.61,Suzumiya Haruhi no Shoushitsu,Feb 2010 - Feb 2010,https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,Kyoto Animation,['School'],"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",,Movie ,1,584674 ,2010-02-01,2010-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
83,8.6,Mushishi Zoku Shou: Suzu no Shizuku,May 2015 - May 2015,https://myanimelist.net/anime/28957/Mushishi_Zoku_Shou__Suzu_no_Shizuku,Artland,"['Adult Cast', 'Historical', 'Iyashikei']","['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",Seinen,Movie ,1,121665 ,2015-05-01,2015-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
84,8.6,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Jun 2019 - Jun 2019,https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai,CloverWorks,['School'],"['Drama', 'Romance', 'Supernatural']",,Movie ,1,651682 ,2019-06-01,2019-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
85,8.59,Suzume no Tojimari,Nov 2022 - Nov 2022,https://myanimelist.net/anime/50594/Suzume_no_Tojimari,CoMix Wave Films,['Not_available'],['Fantasy'],,Movie ,1,142560 ,2022-11-01,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,8.59,Hajime no Ippo: Rising,Oct 2013 - Mar 2014,https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,Madhouse,['Combat Sports'],['Sports'],Shounen,TV ,25,236694 ,2013-10-01,2014-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,8.58,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Oct 2018 - Jul 2019,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,David Production,['Organized Crime'],"['Action', 'Adventure', 'Supernatural']",Shounen,TV ,39,938685 ,2018-10-01,2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88,8.58,Kizumonogatari II: Nekketsu-hen,Aug 2016 - Aug 2016,https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,Shaft,['Vampire'],"['Action', 'Mystery', 'Supernatural']",,Movie ,1,419610 ,2016-08-01,2016-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
89,8.58,Natsume Yuujinchou San,Jul 2011 - Sep 2011,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,Brain's Base,"['Iyashikei', 'Mythology']","['Drama', 'Slice of Life', 'Supernatural']",Shoujo,TV ,13,241005 ,2011-07-01,2011-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
90,8.58,Ookami Kodomo no Ame to Yuki,Jul 2012 - Jul 2012,https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,Studio Chizu,['Childcare'],"['Award Winning', 'Fantasy', 'Slice of Life']",,Movie ,1,775030 ,2012-07-01,2012-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
91,8.57,Natsume Yuujinchou Go,Oct 2016 - Dec 2016,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,Shuka,"['Iyashikei', 'Mythology']","['Drama', 'Slice of Life', 'Supernatural']",Shoujo,TV ,11,174546 ,2016-10-01,2016-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
92,8.57,Shouwa Genroku Rakugo Shinjuu,Jan 2016 - Apr 2016,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,Studio Deen,"['Historical', 'Love Polygon', 'Performing Arts']",['Drama'],Josei,TV ,13,278894 ,2016-01-01,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8.57,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Apr 2009 - Apr 2009,https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen,Gainax,"['Mecha', 'Space', 'Super Power']","['Action', 'Sci-Fi']",,Movie ,1,204861 ,2009-04-01,2009-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
